study,date,time,subject,consentq,last30days,recentgame1,recentgame2,recentgame3,recentgame4,recentgame5,playfrequency1,playfrequency2,playfrequency3,playfrequency4,playfrequency5,sliderviolence1,FreqViolence1,sliderviolence2,FreqViolence2,sliderviolence3,FreqViolence3,sliderviolence4,FreqViolence4,sliderviolence5,FreqViolence5,Averagefrequencyviolence,Age,Gender,sexnumerical,country,Numericalgameplayed,Gameplayed,VorNV,Score,Selfscore,Sexuality,Relationshipstatus,lengthofrelationship,ageofpartner,mvscaleselfdesirability,mvscaleothersdesirability,mvscalecomparison,mvscalecatch,MV1Total,mv1,mv2,mv3,MV3responserecoded,mv4,mv5,mv6,mv7,mv8,mv9,mv10,MV10responserecoded,mv11,mv12,mv13,MV13responserecoded,mv14,mv15,mv16,mv17,mv18,mv19,mv20,mv21,mv22,Mvfactorviewofoppositesex,MVFactorSociality,MVFactorparenting,MVFactorWealth,MVFactorLooks,MVfactorRelationshiphistory,MVFactorFearoffailure,MV2Average,sgaq1,sgaq2,sgaq3,sgaq4,sgaq5,sgaq6,sgaq7,sgaq8,SGAAverage,hos1,hos2,hos3,hos4,hos5,hos6,HostilityTotal,mm1,mm2,mm3,mm4,MATINGMOTIVATIONtotal,soirq1,soirq2,soirq3,soirq4,soirq5,soirq6,SOIRQ6Reversecoding,soirq7,soirq8,soirq9,soirq10,SOIRQ1Score,SOIRQ2Score,SOIRQSCORE,SOIRBehaviouralfacet,SOIRATTITUDEFACET,SOIRDESIREFACET,SOIRTOTAL,troubleunderstanding,furtherquestions,Removedata
mturk,63015,18:17:21,53751619,"Yes, I consent to participate in this study",Yes,Dante's Inferno,Rival Kingdoms,Dominations,Max Payne,Call of Duty,5,7,7,4,7,7,35,5,35,5,35,7,28,7,49,36.4,37,Female,1,United States,2,pongnop.html,NV,956,6,7,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little older,6,5,5,5,21,5,3,1,7,1,5,2,3,1,1,1,7,1,2,2,6,2,6,1,2,1,1,1,6,4,3.5,3.4,1.666666667,1,1,3.5,7,3.090909091,1,7,1,1,7,5,1,1,1,1,1,1,1,1,1,6,1,1,5,1,8,1,2,2,3,1,6,4,9,2,2,2,2,3,3,8,8,6,22,No,,No
mturk,63015,18:33:04,538141142,"Yes, I consent to participate in this study",Yes,call of duty,assassins creed,grand theft auto,madden 2015,red dead redemption,4,3,5,3,3,7,28,6,18,6,30,3,9,6,18,20.6,28,Male,2,USA,4,moremindlessviolence.html,V,14,4,4,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little younger,7,7,4,5,23,5,6,5,3,7,5,6,6,5,5,6,2,5,5,5,3,5,5,5,3,3,3,3,5,5,5.166666667,4.4,6,4,4,4,2.5,4.545454545,6,2,6,3,3,5,5,3,5,1,1,1,1,1,1,6,6,6,6,5,23,1,5-Jun,Oct-19,6,6,3,7,9,4,3,4,2,6,8,16,19,11,46,No,thank you,No
mturk,63015,16:23:14,540717103,"Yes, I consent to participate in this study",Yes,DotA 2,ARK: Survival Evolved,Mount and Blade: Warband,Europa Universalis IV,Crusader Kings II,7,6,6,6,4,4,28,5,30,5,30,1,6,1,4,19.6,21,Female,1,United States of America,5,deanimator.html,V,90,3,5,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little older,2,2,2,2,8,5,1,4,4,1,5,5,3,2,1,1,7,1,5,5,3,5,1,5,2,1,3,5,7,3,5,3,1,1,5,2,5.5,3.409090909,2,7,7,7,3,3,6,6,5.333333333,1,2,2,1,1,1,8,1,1,1,1,4,1,0,0,9,7,2,8,9,9,6,6,2,1,1,4,24,21,49,No,The sliders could be better,No
mturk,63015,16:38:58,542151552,"Yes, I consent to participate in this study",Yes,Super Smash Bros. ,League of Legends,Splatoon,,,4,3,5, , ,2,8,4,12,1,5,,,,,8.333333333,26,Male,2,USA,3,bubbleshooter.html,NV,10280,4,7,Recently single/divorced/separated,1-2 years,Younger,5,3,4,3,15,5,6,6,2,5,5,5,4,5,5,5,3,6,6,5,3,5,6,6,5,5,6,5,5,5,5.166666667,4.4,5.666666667,5,5.5,6,2.5,4.909090909,2,7,6,6,2,6,5,4,4.666666667,1,1,2,1,2,1,8,1,1,1,1,4,1,0,1,9,2,3,7,9,9,6,6,2,1,2,5,18,21,44,No,None.,No
mturk,63015,15:49:05,544702785,"Yes, I consent to participate in this study",Yes,The Witcher 3,Left4Dead 2,The Incredible Adventures of Van Helsing 2,,,7,7,5, , ,5,35,6,42,3,15,,,,,30.66666667,32,Male,2,USA,4,moremindlessviolence.html,V,5,4,7,Single, , ,3,4,3,3,13,4,3,6,2,4,4,3,4,3,2,5,3,4,3,5,3,2,3,7,4,3,2,7,1,2,2.5,3.6,3.666666667,2.5,7,2.5,2.5,3.318181818,4,7,5,4,4,4,5,3,4.333333333,1,1,1,1,1,1,6,2,2,2,2,8,1,0,0,6,2,8,2,9,2,2,2,2,1,1,4,10,6,20,No,,No
mturk,63015,13:19:54,545578994,"Yes, I consent to participate in this study",Yes,Torchlight 2,Various hidden object games.,Various resource management games.,no,no,5,4,5,1,1,5,25,3,12,2,10,1,1,1,1,9.8,52,Female,1,USA,4,moremindlessviolence.html,V,23,2,7,"In a long-term monogamous relationship eg. married, partnered",1-2 years,Younger,4,4,4,4,16,5,5,4,4,4,3,5,4,3,2,2,6,4,4,5,3,2,4,4,4,2,2,4,4,4,4,3.4,4.333333333,2,4,3,5,3.727272727,1,7,2,2,3,5,5,4,1.666666667,2,1,3,1,1,1,9,5,1,5,1,12,0,1,1,5,2,6,4,9,2,3,1,1,2,2,5,11,6,22,No,,No
mturk,63015,16:04:09,545848109,"Yes, I consent to participate in this study",Yes,car racing - don't know name,,,,,1,1,1,1,1,1,1,,0,,0,,0,,0,0.2,54,Female,1,USA,6,gunblood.html,V,18,3,1,Single, , ,5,5,4,4,18,4,5,1,7,1,3,3,4,3,3,1,7,1,2,2,6,1,5,2,4,3,1,1,2,3,2.5,4,2.333333333,3,1.5,3,7,3.227272727,1,7,1,4,7,7,6,1,2,1,1,1,1,1,1,6,1,1,1,1,4,0,0,0,1,1,9,1,9,1,2,1,1,1,1,3,3,4,10,No,why the emphasis on sex?,No
mturk,63015,16:03:08,546373348,"Yes, I consent to participate in this study",Yes,Heroes of the Storm,League Of Legends,Trivia Crack,The Witcher 3,Words with Friends,7,6,7,4,5,5,35,5,30,1,7,7,28,1,5,21,24,Male,2,United States,2,pongnop.html,NV,9000,3,7,Recently single/divorced/separated,11-20 years,About the same age,5,5,4,7,21,7,7,1,7,4,3,6,3,2,1,2,6,6,5,2,6,2,4,4,2,1,4,3,1,5,4.333333333,3.2,5.666666667,1,3.5,4,6.5,4.045454545,2,7,2,2,6,7,1,1,2,1,1,1,1,1,1,6,1,1,1,1,4,2,2,1,8,5,2,8,9,2,3,3,3,3,2,8,21,8,37,No,No,No
mturk,63015,14:56:02,547045697,"Yes, I consent to participate in this study",Yes,Plants vs Zombies 2,Sonic the Hedgehog,Marvel Heroes,,,7,4,1, , ,1,7,1,4,3,3,,,,,4.666666667,26,Female,1,United States,1,perfectbalance.html,NV,1000,4,1,"In a long-term monogamous relationship eg. married, partnered",1-2 years,About the same age,7,6,5,6,24,7,6,5,3,5,5,7,5,7,1,1,7,3,6,2,6,7,7,7,5,1,5,7,1,7,5.833333333,5.6,4.666666667,1,7,6,5,5.227272727,1,7,7,1,3,6,6,2,3,1,1,1,1,1,1,6,2,1,2,5,10,1,1,0,1,1,9,1,9,2,1,1,2,2,1,5,3,4,12,No,,No
mturk,63015,12:55:05,547853897,"Yes, I consent to participate in this study",Yes,brave frontier,league of legends,dark souls,,,7,4,3, , ,2,14,2,8,5,15,,,,,12.33333333,21,Male,2,usa,5,deanimator.html,V,59,5,7,"In a long-term monogamous relationship eg. married, partnered",6-10 years,About the same age,5,4,4,5,18,6,7,3,5,7,3,3,3,3,1,1,7,4,2,1,7,1,4,6,3,1,2,6,1,5,3,3.8,6,1,6,3,6,3.954545455,2,6,2,3,6,6,3,3,2.333333333,1,2,3,1,1,1,9,2,1,1,2,6,0,0,0,8,7,6,4,9,9,9,9,1,1,1,3,19,27,49,No,,No
mturk,63015,15:52:37,551457184,"Yes, I consent to participate in this study",Yes,Bloons Tower Defense 5,Moshlings Rescue,Hello Kitty Cafe,Words with Friends,Scramble with Friends,7,7,4,7,7,2,14,2,14,1,4,1,7,1,7,9.2,38,Female,1,USA,2,pongnop.html,NV,1100,4,1,Single, , ,6,5,5,6,22,3,5,5,3,6,6,5,5,5,5,3,5,6,5,7,1,5,2,5,6,2,2,1,5,5,4.666666667,4.6,5.666666667,3.5,3,2,4,4.227272727,1,7,4,4,3,3,2,5,3,1,1,1,1,1,1,6,1,1,1,1,4,0,0,0,1,1,9,1,9,1,1,1,1,1,1,3,3,3,9,No,,No
mturk,63015,21:30:08,554656127,"Yes, I consent to participate in this study",Yes,Europa Universalis IV,Hearthstone,The Binding of Isaac: Rebirth,Cataclysm: Dark Days Ahead,Plague Inc.,7,7,4,4,4,1,7,1,7,3,12,4,16,1,4,9.2,35,Male,2,United States,4,moremindlessviolence.html,V,3,5,6,Single, , ,4,4,4,4,16,3,7,4,4,6,2,3,2,2,1,1,7,4,2,5,3,1,4,5,2,1,2,3,1,4,2.333333333,2.2,5.666666667,1,4,3,5.5,3.136363636,3,7,5,3,1,7,1,1,3.666666667,1,1,1,1,1,1,6,1,1,1,1,4,1,0,0,9,3,6,4,9,2,2,1,2,1,1,4,16,5,25,No,,No
mturk,63015,20:03:59,556550288,"Yes, I consent to participate in this study",Yes,fifa,,,,,7,2,1,1,1,2,14,,0,,0,,0,,0,2.8,22,Male,2,USA,6,gunblood.html,V,25,3,5,Single,Under one year,Younger,5,3,4,6,18,5,3,5,3,3,5,5,5,5,5,3,5,3,3,5,3,5,5,5,5,5,5,5,5,5,4.666666667,4.6,3,5,5,5,4,4.454545455,3,6,5,5,5,5,5,3,4.333333333,3,3,4,3,2,4,19,3,3,5,3,14,7-Sep,5-Jun,4,6,3,4,6,9,4,4,6,7,6,5,11,15,14,40,No,,No
mturk,63015,21:20:59,560216077,"Yes, I consent to participate in this study",Yes,Skyrim,Paradise Island,,,,4,7, , , ,6,24,1,7,,,,,,,15.5,32,Female,1,United States,1,perfectbalance.html,NV,1067,2,2,"In a long-term monogamous relationship eg. married, partnered",11-20 years,About the same age,4,5,1,2,12,3,7,1,7,7,5,2,3,3,2,1,7,2,3,3,5,2,1,3,4,3,1,1,1,1,2,4,5.333333333,2.5,2,1,7,3.318181818,1,7,2,2,3,2,1,5,1.666666667,1,1,2,1,1,1,7,1,1,3,1,6,1,1,2,5,1,6,4,9,3,2,2,2,2,3,7,10,7,24,No,,No
mturk,63015,17:52:04,561226980,"Yes, I consent to participate in this study",Yes,Zelda,Last of US,Bloodborne,,,7,4,7,,,3,21,5,20,6,42,,,,,27.66666667,24,Male,2,USA,4,moremindlessviolence.html,V,5,4,4,Single,Under one year,A little older,5,5,5,5,20,5,5,4,4,1,5,5,6,6,1,1,7,2,2,2,6,4,6,5,5,3,5,5,7,5,4.666666667,5.6,2.666666667,2,5,5.5,5.5,4.545454545,5,6,3,6,6,6,7,5,4.666666667,1,2,3,1,1,1,9,3,1,2,1,7,1,0,1,4,4,6,4,9,2,3,2,2,1,2,5,12,7,24,No,,No
mturk,63015,15:49:33,563577985,"Yes, I consent to participate in this study",Yes,Borderlands 2,Skyrim,Red Dead Redemption,,,5,3,3, , ,6,30,5,15,5,15,,,,,20,28,Female,1,USA,3,bubbleshooter.html,NV,4290,4,1,Single, , ,6,6,5,6,23,6,3,4,4,3,6,6,5,5,2,2,6,2,6,3,5,5,5,6,5,1,6,7,6,6,5.833333333,5.2,2.666666667,1.5,6.5,5.5,5,4.818181818,5,6,3,7,3,1,2,3,5,1,1,1,1,1,1,6,2,1,1,2,6,1,7-Sep,5-Jun,9,9,4,6,9,5,3,4,2,7,6,15,24,12,51,No,,No
mturk,63015,16:44:54,565413585,"Yes, I consent to participate in this study",Yes,"plague, Inc",star wars battlefront 2,tetris,,,4,4,5, , ,1,4,6,24,1,5,,,,,11,45,Male,2,usa,4,moremindlessviolence.html,V,1,4,7,Single,1-2 years, ,3,3,2,3,11,1,7,7,1,7,3,3,2,5,2,6,2,7,2,5,3,1,2,7,5,3,1,7,1,2,1.666666667,3.6,7,2.5,7,1.5,1.5,3.363636364,1,7,6,7,3,6,5,5,4.666666667,1,1,2,1,1,1,7,1,1,1,1,4,0,4,7-Sep,7,7,2,8,9,4,4,3,1,5,7,13,22,11,46,No,all was well,No
mturk,63015,22:28:03,568227291,"Yes, I consent to participate in this study",Yes,Kerbal Space Program,Rome Total War,Peggle,No,NO,6,4,4,1,1,2,12,7,28,1,4,7,7,7,7,11.6,23,Male,2,United States of America,1,perfectbalance.html,NV,3000,4,7,Single,1-2 years,About the same age,6,5,5,7,23,7,7,3,5,7,5,6,5,5,1,2,6,1,5,3,5,6,7,6,6,2,6,6,6,6,6,5.2,5,1.5,6,6.5,5.5,5.272727273,5,7,5,6,7,7,5,3,5.333333333,1,1,1,1,1,1,6,1,1,1,1,4,2,1,5-Jun,6,9,2,8,9,5,4,3,3,2,6,11,23,12,46,No,,No
mturk,63015,16:46:29,574554824,"Yes, I consent to participate in this study",Yes,payday 2,dota 2,killing floor 2,heroes of the storm,red orchestra 2,6,4,5,5,6,3,18,2,8,7,35,1,5,7,42,21.6,25,Male,2,united states,1,perfectbalance.html,NV,4635,3,7,Single, , ,5,5,5,5,20,5,4,5,3,4,4,5,3,2,1,4,4,6,5,5,3,4,6,6,2,1,5,5,4,4,4.5,2.8,4.666666667,1,5.5,5.5,3.5,3.909090909,1,7,5,5,2,6,5,3,3.666666667,1,3,3,1,1,2,11,1,1,1,1,4,2,1,0,2,2,8,2,9,4,4,2,3,2,1,6,6,10,22,No,most people dont like inquisit,No
mturk,63015,18:40:55,575400252,"Yes, I consent to participate in this study",Yes,bejeweled 3,plants vs. zombies,titan quest,wizard101,freecell,5,5,4,6,6,1,5,3,15,6,24,4,24,1,6,14.8,45,Female,1,United States,3,bubbleshooter.html,NV,1450,3,1,Single, , ,3,3,2,3,11,2,5,1,7,6,1,1,2,2,1,4,4,1,1,2,6,1,5,2,2,1,1,1,2,1,1.333333333,2.6,4,1,1.5,3,5.5,2.5,1,6,1,1,5,5,3,2,1,1,1,1,1,1,1,6,1,1,5,5,12,1,1,2,6,1,7,3,9,4,3,2,2,2,3,7,10,9,26,No,,No
mturk,63015,17:17:28,579988441,"Yes, I consent to participate in this study",Yes,Dude Perfect 2,Crash Team Racing,Solitaire,Trivia Crack,Dumb Ways to Die 2,5,3,3,2,1,1,5,3,9,1,3,1,2,5,5,4.8,23,Male,2,United States,4,moremindlessviolence.html,V,2,1,7,"In a long-term monogamous relationship eg. married, partnered",1-2 years,A little older,6,5,5,5,21,5,6,5,3,6,6,5,4,5,3,2,6,5,5,3,5,5,5,6,5,3,3,6,5,5,5,5,5.666666667,3,6,4,4.5,4.863636364,3,7,3,5,5,5,6,2,3.666666667,1,1,2,1,1,1,7,2,2,2,2,8,1,0,0,8,6,2,8,9,3,4,2,2,1,1,4,22,9,35,No,,No
mturk,63015,20:09:22,581635034,"Yes, I consent to participate in this study",Yes,Grand Theft Auto,Call Of Duty,Candy Crush,Kim Kardashian,Need For Speed,7,4,4,1,3,7,49,6,24,2,8,1,1,3,9,18.2,24,Male,2,United States,2,pongnop.html,NV,0,1,7,In an open relationship/casually dating,1-2 years,A little younger,6,6,5,5,22,6,7,6,2,6,6,6,6,5,6,3,5,6,6,5,3,3,6,7,5,3,3,6,6,7,5.666666667,5,6.333333333,4.5,6.5,4.5,3.5,5.272727273,5,5,6,5,7,6,5,3,5.333333333,1,2,2,1,1,1,8,5,3,6,3,17,1,1,1,8,8,6,4,9,4,4,3,2,2,2,6,20,11,37,No,The game didn't work,No
mturk,63015,15:58:01,581742472,"Yes, I consent to participate in this study",Yes,Angry birds epic,clash of clans,plants vs zombies garden warfare,minecraft,trivia crack,7,7,5,4,6,4,28,1,7,5,25,2,8,1,6,14.8,34,Male,2,united states,4,moremindlessviolence.html,V,67,6,7,Recently single/divorced/separated, ,A little younger,5,5,4,4,18,6,7,5,3,7,5,5,5,5,2,2,6,6,5,2,6,6,6,5,5,1,5,6,3,5,5,5.2,6.666666667,1.5,5.5,5.5,4.5,5,1,7,1,2,3,2,1,3,1.333333333,1,1,1,1,1,1,6,1,1,2,1,5,3,1,3,9,9,1,9,9,8,5,5,4,2,4,10,27,18,55,No,I just guessed at the score I was ,No
mturk,63015,16:09:18,581832339,"Yes, I consent to participate in this study",Yes,candy crush,word shaker,flow free,zigzag,,6,5,4,4, ,1,6,1,5,1,4,1,4,,,4.75,33,Female,1,USA,2,pongnop.html,NV,1075,4,1,"In a long-term monogamous relationship eg. married, partnered",1-2 years,A little older,7,7,7,7,28,7,7,4,4,7,6,7,6,4,5,1,7,5,7,3,5,6,7,7,2,6,6,7,7,7,6.833333333,4.6,6.333333333,5.5,7,6.5,5.5,6,7,3,7,7,2,7,2,2,7,1,1,1,1,1,1,6,1,1,1,1,4,3,1,4,3,2,6,4,9,1,1,1,4,2,5,11,9,3,23,No,,No
mturk,63015,13:19:53,584712070,"Yes, I consent to participate in this study",Yes,Skyrim,Fallout 3,Rollercoaster Tycoon 2,Assassin's Creed 3,Plague Inc.,5,3,4,2,2,5,25,5,15,2,8,5,10,2,4,12.4,26,Female,1,United States,5,deanimator.html,V,50,5,1,Single, , ,6,6,5,5,22,7,5,2,6,6,2,6,2,2,1,4,4,4,6,6,2,3,6,5,5,2,7,5,6,5,5.5,2.6,5,1.5,5,6.5,5,4.409090909,3,6,6,5,5,5,2,3,4.666666667,1,1,1,1,1,1,6,4,5,4,5,18,1,0,1,4,2,7,3,9,2,1,1,2,1,2,5,9,4,18,No,,No
mturk,63015,17:42:43,585799039,"Yes, I consent to participate in this study",Yes,Einstein HD,MindGames,Cambridge Brain game,Bloons,Mirror Maze,6,5,4,3,3,1,6,1,5,1,4,3,9,1,3,5.4,25,Female,1,United States,1,perfectbalance.html,NV,3437,6,2,"In a long-term monogamous relationship eg. married, partnered",6-10 years,About the same age,5,4,5,6,20,6,6,5,3,1,3,4,2,1,1,1,7,1,3,3,5,2,5,6,1,1,2,5,2,4,3.5,2.4,2.666666667,1,5.5,3.5,5,3.227272727,1,5,1,4,5,5,2,3,2,1,1,1,1,1,1,6,1,2,1,1,5,1,0,1,3,7,3,7,9,3,3,2,2,1,2,5,17,8,30,No,,No
mturk,63015,13:50:59,587627985,"Yes, I consent to participate in this study",Yes,Crypt of the Necrodancer,Don't Starve,Crackdown,Plants vs. Zombies 2,Clicker Heroes,6,4,3,7,7,2,12,2,8,6,18,2,14,1,7,11.8,32,Female,1,USA,5,deanimator.html,V,3,3,7,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little older,4,4,4,4,16,3,2,1,7,1,2,4,2,1,1,1,7,1,2,6,2,2,4,2,2,2,1,2,2,4,2.833333333,1.8,1.333333333,1.5,2,2.5,7,2.545454545,1,7,1,1,5,4,5,5,1,1,1,1,1,1,1,6,1,1,1,2,5,1,0,0,5,2,5,5,9,4,1,2,2,1,1,4,12,7,23,No,,No
mturk,63015,19:31:00,587814916,"Yes, I consent to participate in this study",Yes,Solitaire,Brain Games,Duolingo,Chess,,4,7,4,3, ,1,4,1,7,1,4,2,6,,,5.25,53,Female,1,USA,4,moremindlessviolence.html,V,22,2,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little older,6,6,6,6,24,2,2,6,2,1,6,6,6,6,2,1,7,5,6,2,6,5,6,6,6,3,5,5,1,6,4.333333333,6,2.666666667,2.5,5.5,5.5,4.5,4.545454545,3,6,2,2,5,5,6,3,2.333333333,1,1,1,1,1,1,6,1,1,1,1,4,1,0,0,1,1,8,2,9,1,1,1,2,1,1,4,4,3,11,No,no,No
mturk,63015,16:53:11,589583351,"Yes, I consent to participate in this study",Yes,The Sims 4,Fallout New Vegas,2048,Civilization 5,Fallout 3,6,4,4,5,2,2,12,7,28,1,4,3,15,7,14,14.6,27,Female,1,United States,4,moremindlessviolence.html,V,2,2,3,"In a long-term monogamous relationship eg. married, partnered",1-2 years,Older,6,6,5,6,23,6,7,4,4,5,2,6,2,1,1,5,3,7,5,6,2,5,7,5,2,5,3,6,5,5,5.333333333,1.8,6.333333333,3,5.5,5,3.5,4.272727273,6,6,6,6,6,5,5,3,6,1,2,3,1,1,1,9,3,5,5,5,18,1,2,1,3,4,4,6,9,5,5,5,2,3,2,7,13,15,35,No,,No
mturk,63015,16:00:13,590822018,"Yes, I consent to participate in this study",Yes,Forsaken World,Skyrim,Halo 4,Order and Chaos,,7,5,5,6, ,5,35,6,30,7,35,5,30,,,32.5,30,Male,2,USA,1,perfectbalance.html,NV,1000,4,7,Single, , ,2,2,2,2,8,3,2,3,5,1,1,2,1,1,1,1,7,1,2,7,1,3,4,6,1,6,2,6,2,3,2.5,1,1.333333333,3.5,6,3,6,2.772727273,5,7,5,6,5,6,3,2,5.333333333,1,1,1,1,1,1,6,1,1,1,1,4,2,1,2,5,3,6,4,9,6,4,4,3,2,3,8,12,14,34,No,,No
mturk,63015,22:52:07,591401282,"Yes, I consent to participate in this study",No,,,,,,,,,,,,0,,0,,0,,0,,0,0,24,Male,2,United States,4,moremindlessviolence.html,V,8,3,7,Single, , ,5,5,4,5,19,4,5,5,3,5,6,5,6,6,1,3,5,5,5,3,5,5,5,6,6,1,5,6,4,6,4.833333333,5.8,5,1,6,5,4,4.772727273,2,6,4,5,7,6,1,6,3.666666667,1,1,1,1,1,1,6,1,1,2,1,5,3,7-Sep,5-Jun,8,9,4,6,9,4,5,4,4,7,6,17,23,13,53,No,,No
mturk,63015,15:49:11,591956001,"Yes, I consent to participate in this study",Yes,European Universalis IV,Company of Heroes 2,Natrual Selection 2,Civilization IV/V,Minecraft,4,5,7,4,7,2,8,5,25,5,35,1,4,2,14,17.2,31,Male,2,USA,2,pongnop.html,NV,1052,5,7,Single, , ,5,5,5,5,20,6,6,4,4,6,5,5,5,7,4,2,6,4,5,1,7,5,5,5,7,4,4,5,4,5,5,6.2,5.333333333,4,5,4.5,5,5.181818182,1,7,1,1,7,5,1,7,1,1,1,4,1,1,1,9,2,2,2,2,8,5-Jun,2,3,9,9,1,9,9,9,8,8,6,3,4,7,27,25,59,No,,No
mturk,63015,21:32:34,592580998,"Yes, I consent to participate in this study",Yes,Animal Crossing,Zelda: Twilight Princess,Harvest Moon,Minecraft,Diablo III,4,5,3,4,1,1,4,3,15,1,3,2,8,6,6,7.2,20,Female,1,USA,1,perfectbalance.html,NV,5689,4,2,"In a long-term monogamous relationship eg. married, partnered",Under one year,A little older,3,5,4,5,17,5,6,3,5,5,5,7,3,3,1,3,5,6,7,3,5,7,5,7,3,2,7,7,7,7,6.666666667,3.8,5.666666667,1.5,7,6,5,5.227272727,3,6,2,2,3,6,4,3,2.333333333,1,1,1,1,1,1,6,3,2,1,2,8,7-Sep,2,7-Sep,9,9,2,8,9,2,2,4,7,3,7,10,26,8,44,No,,No
mturk,63015,15:36:27,596544655,"Yes, I consent to participate in this study",Yes,Pet Rescue Saga,Candy Crush Saga,Candy Crush Soda Saga,Minecraft,,4,4,4,4, ,1,4,1,4,1,4,1,4,,,4,31,Female,1,USA,1,perfectbalance.html,NV,100,3,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little older,6,6,5,5,22,5,7,6,2,7,5,6,5,5,1,1,7,7,6,5,3,5,6,7,6,5,5,7,6,6,5.666666667,4.8,7,3,7,5.5,4.5,5.409090909,1,7,1,2,5,6,5,5,1.333333333,1,1,2,1,1,1,7,1,1,1,1,4,1,1,1,1,1,9,1,9,2,2,2,2,2,2,6,3,6,15,No,no,No
mturk,63015,13:07:38,5986229,"Yes, I consent to participate in this study",Yes,Starcraft II,Command and Conquer 3,TFC 2,,,7,6,4, , ,5,35,5,30,6,24,,,,,29.66666667,28,Male,2,United States,1,perfectbalance.html,NV,3324,4,6,Single, , ,5,5,5,5,20,6,5,6,2,2,3,5,3,4,3,3,5,4,4,4,4,1,4,7,2,4,1,7,4,5,4.166666667,3.2,3.666666667,3.5,7,2.5,3.5,3.863636364,2,7,6,6,4,7,3,2,4.666666667,1,1,1,1,1,1,6,2,2,6,4,14,0,0,0,6,7,4,6,9,8,6,6,1,1,1,3,19,20,42,No,,No
mturk,63015,17:38:44,598664484,"Yes, I consent to participate in this study",Yes,World of Warcraft,Star Wars: The Old Republic,Dark Souls II,Hearthstone,Dragon Age: Origins,7,7,7,5,3,5,35,5,35,6,42,2,10,5,15,27.4,21,Female,1,USA,2,pongnop.html,NV,1305,4,1,Single, , ,3,3,2,2,10,3,1,5,3,1,1,4,3,2,1,1,7,1,5,5,3,5,6,7,2,3,4,5,1,3,3.5,2.2,1,2,6,5,5,3.227272727,1,7,1,2,5,6,1,3,1.333333333,1,1,2,1,1,1,7,3,4,3,3,13,0,0,0,1,1,9,1,9,2,2,2,1,1,1,3,3,6,12,No,No problems,No
mturk,63015,17:54:18,599234313,"Yes, I consent to participate in this study",Yes,Dreamfall Chapters,The Secret World,Anarchy Online,Nancy Drew Mysteries,Sherlock Holmes,4,6,5,2,2,2,8,7,42,6,30,2,4,2,4,17.6,47,Female,1,United States,5,deanimator.html,V,10,3,1,Single,1-2 years, ,5,5,4,4,18,5,5,5,3,7,3,5,3,1,1,2,6,5,3,5,3,3,5,5,3,3,1,6,5,5,4.333333333,2.6,5.666666667,2,5.5,3,4.5,3.909090909,1,5,2,5,3,5,5,5,2.666666667,1,1,2,1,2,1,8,5,3,3,6,17,0,2,3,7,3,6,4,9,8,6,2,1,3,4,8,14,16,38,No,,No
mturk,63015,16:00:05,600306201,"Yes, I consent to participate in this study",Yes,destiny,wolfenstein,littlebigplanet 3,etrian odyssey 4,shadow of mordor,5,1,2,4,3,2,10,5,5,1,2,1,4,6,18,7.8,25,Male,2,us,5,deanimator.html,V,38,5,7,Single, , ,4,4,4,4,16,2,5,4,4,5,2,2,1,2,1,2,6,3,4,5,3,1,2,5,2,1,1,5,1,2,2,2,4.333333333,1,5,1.5,5,2.727272727,2,6,3,6,5,5,5,6,3.666666667,1,1,1,1,1,1,6,1,2,1,1,5,0,0,0,7,6,4,6,9,1,1,1,1,1,1,3,19,3,25,No,,No
mturk,63015,15:51:19,600838762,"Yes, I consent to participate in this study",Yes,The Witcher 3,HearthStone,Bloodbourne,Infamous Second Son,Grand Theft Auto 5,6,7,3,2,1,7,42,2,14,7,21,5,10,7,7,18.8,25,Male,2,United States of America,2,pongnop.html,NV,1892,6,7,"In a long-term monogamous relationship eg. married, partnered",6-10 years,About the same age,7,7,5,6,25,5,6,2,6,7,6,6,5,6,5,2,6,6,5,3,5,6,6,5,3,5,5,5,3,5,5,5,6.333333333,5,5,5.5,6,5.318181818,7,6,5,3,7,7,6,2,5,1,1,1,1,1,1,6,6,5,5,6,22,1,0,0,6,7,6,4,9,5,2,1,2,1,1,4,17,8,29,No,No,No
mturk,63015,16:14:52,601337210,"Yes, I consent to participate in this study",Yes,Civilization V,League of Legends,Age of Empires II,Far Cry 3,,4,6,3,2, ,2,8,4,24,4,12,5,10,,,13.5,23,Female,1,USA,2,pongnop.html,NV,1508,4,1,Single, , ,4,4,4,4,16,3,3,4,4,4,5,3,3,3,3,2,6,3,5,4,4,3,3,5,3,3,6,6,4,3,3.5,3.6,3.333333333,3,5.5,4.5,5,3.863636364,3,4,3,4,7,5,2,2,3.333333333,1,1,1,1,1,1,6,3,3,5,3,14,0,0,0,9,6,1,9,9,7,5,5,1,1,1,3,24,17,44,No,,No
