study,date,time,subject,consentq,last30days,recentgame1,recentgame2,recentgame3,recentgame4,recentgame5,playfrequency1,playfrequency2,playfrequency3,playfrequency4,playfrequency5,sliderviolence1,FreqViolence1,sliderviolence2,FreqViolence2,sliderviolence3,FreqViolence3,sliderviolence4,FreqViolence4,sliderviolence5,FreqViolence5,Averagefrequencyviolence,Age,Gender,sexnumerical,country,Numericalgameplayed,Gameplayed,VorNV,Score,Selfscore,Sexuality,Relationshipstatus,lengthofrelationship,ageofpartner,mvscaleselfdesirability,mvscaleothersdesirability,mvscalecomparison,mvscalecatch,MV1Total,mv1,mv2,mv3,MV3responserecoded,mv4,mv5,mv6,mv7,mv8,mv9,mv10,MV10responserecoded,mv11,mv12,mv13,MV13responserecoded,mv14,mv15,mv16,mv17,mv18,mv19,mv20,mv21,mv22,Mvfactorviewofoppositesex,MVFactorSociality,MVFactorparenting,MVFactorWealth,MVFactorLooks,MVfactorRelationshiphistory,MVFactorFearoffailure,MV2Average,sgaq1,sgaq2,sgaq3,sgaq4,sgaq5,sgaq6,sgaq7,sgaq8,SGAAverage,hos1,hos2,hos3,hos4,hos5,hos6,HostilityTotal,mm1,mm2,mm3,mm4,MATINGMOTIVATIONtotal,soirq1,soirq2,soirq3,soirq4,soirq5,soirq6,SOIRQ6Reversecoding,soirq7,soirq8,soirq9,soirq10,SOIRQ1Score,SOIRQ2Score,SOIRQSCORE,SOIRBehaviouralfacet,SOIRATTITUDEFACET,SOIRDESIREFACET,SOIRTOTAL,troubleunderstanding,furtherquestions,Removedata
mturk,63015,16:58:32,601779780,"Yes, I consent to participate in this study",Yes,Mario and Luigi Superstar Saga,Mario Kart,Bejeweled,Wii Sports,Words with Friends,4,4,4,3,3,2,8,2,8,1,4,1,3,1,3,5.2,21,Female,1,United States,4,moremindlessviolence.html,V,1,2,2,"In a long-term monogamous relationship eg. married, partnered",1-2 years,About the same age,5,5,4,4,18,7,6,3,5,6,5,5,2,4,2,2,6,2,1,3,5,3,2,6,5,3,2,5,3,4,3.833333333,4.2,4.666666667,2.5,5.5,2,5.5,4.045454545,2,7,3,3,6,6,1,5,2.666666667,1,1,3,1,1,1,8,1,1,2,1,5,1,1,4,9,3,4,6,9,4,2,1,2,2,5,9,18,7,34,No,,No
mturk,63015,14:59:51,602903460,"Yes, I consent to participate in this study",Yes,Candy Crush Saga,,,,,7, , , , ,1,7,,,,,,,,,7,56,Female,1,United States,5,deanimator.html,V,10,2,1,"In a long-term monogamous relationship eg. married, partnered",20+ years,About the same age,6,4,3,6,19,5,7,2,6,7,6,3,6,6,1,1,7,7,2,3,5,1,5,5,7,1,1,6,1,2,2.333333333,6,7,1,5.5,3,6.5,4.409090909,6,7,6,5,5,6,2,2,5.666666667,1,1,1,1,1,1,6,1,1,1,1,4,1,1,0,1,1,9,1,9,3,2,3,2,2,1,5,3,8,16,No,no,No
mturk,63015,15:29:17,604308682,"Yes, I consent to participate in this study",Yes,wwe 2k15,batman arkham knights,super smash brothers,game of war,candy crush,7,7,5,6,3,5,35,6,42,5,25,5,30,1,3,27,32,Male,2,united states,6,gunblood.html,V,19,2,7,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little younger,5,5,4,5,19,5,3,5,3,3,5,5,6,5,3,3,5,3,5,3,5,5,5,5,5,3,5,6,2,5,4.5,5.2,3,3,5.5,5,4,4.409090909,2,5,5,6,3,5,5,5,4.333333333,1,1,2,1,2,1,8,3,3,5,3,14,1,0,0,7,3,6,4,9,3,1,3,2,1,1,4,14,7,25,No,,No
mturk,63015,19:14:10,607047902,"Yes, I consent to participate in this study",Yes,Candy Crush: Soda Saga,Candy Crush,,,,4,4, , , ,1,4,1,4,,,,,,,4,30,Male,2,USA,1,perfectbalance.html,NV,3241,4,5,"In a long-term monogamous relationship eg. married, partnered",Under one year,A little younger,3,4,2,4,13,5,5,6,2,4,2,3,3,3,2,2,6,1,2,5,3,3,4,5,1,3,1,6,1,3,2.833333333,2.4,3.333333333,2.5,5.5,2.5,4,3.090909091,5,6,5,6,5,5,6,3,5.333333333,2,1,1,1,3,2,10,2,2,2,3,9,1,0,0,6,3,4,6,9,4,3,2,2,1,1,4,15,9,28,No,,No
mturk,63015,16:00:34,609989968,"Yes, I consent to participate in this study",Yes,WitchCraft,Angel Birds,Blackjack,,,5,6,6, , ,5,25,3,18,1,6,,,,,16.33333333,32,Female,1,USA,3,bubbleshooter.html,NV,0,1,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,About the same age,7,6,4,5,22,6,7,3,5,7,6,7,6,6,6,3,5,6,6,2,6,6,6,7,6,2,1,7,2,6,5.5,6,6.666666667,4,7,3.5,5,5.545454545,5,7,7,6,6,7,1,1,6,1,1,1,1,1,1,6,5,4,6,6,21,1,0,0,6,3,7,3,9,1,1,1,2,1,1,4,12,3,19,No,,No
mturk,63015,22:26:10,61018126,"Yes, I consent to participate in this study",Yes,FIFA 15,Tiger Woods 14,Battlefield 4,Mortal Combat X,Destiny,7,7,4,3,2,1,7,1,7,7,28,7,21,6,12,15,21,Male,2,United States of America,5,deanimator.html,V,17,5,7,In an open relationship/casually dating,1-2 years,A little younger,5,5,4,4,18,5,6,5,3,7,6,5,5,4,3,3,5,5,4,2,6,4,5,6,5,3,3,6,2,5,4.166666667,5.2,6,3,6,4,4,4.681818182,5,7,5,6,5,7,2,3,5.333333333,1,1,2,1,1,1,7,2,4,3,1,10,1,0,5-Jun,6,7,2,8,9,6,7,7,2,1,6,9,21,20,50,No,,No
mturk,63015,15:50:30,611154183,"Yes, I consent to participate in this study",Yes,Just Dance 4,Just Dance 2014,Just Dance 3,Just Dance 2,Just Dance 2015,7,7,7,7,7,1,7,1,7,1,7,1,7,1,7,7,36,Female,1,USA,4,moremindlessviolence.html,V,1,2,1,Single, , ,6,6,4,4,20,6,2,4,4,4,5,6,6,5,1,4,4,7,6,3,5,7,2,5,5,2,7,5,5,5,5.833333333,5.2,4.333333333,1.5,5,4.5,4,4.727272727,4,7,5,5,7,7,2,2,4.666666667,1,1,1,1,1,1,6,5,5,3,4,17,0,2,5-Jun,5,5,6,4,9,7,7,7,1,3,6,10,14,21,45,No,,No
mturk,63015,15:39:33,611697280,"Yes, I consent to participate in this study",Yes,Madden NFL,Second Life,Guitar Hero,Tetris,WoW,6,4,6,7,5,3,18,2,8,1,6,1,7,6,30,13.8,36,Male,2,USA,5,deanimator.html,V,0,2,7,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little older,7,7,5,6,25,6,7,6,2,7,6,6,6,5,2,2,6,6,6,2,6,6,6,7,6,4,4,6,3,6,5.5,5.8,6.666666667,3,6.5,5,4,5.409090909,5,7,7,6,6,6,1,1,6,1,1,1,1,1,1,6,6,6,7,6,25,1,0,1,7,6,3,7,9,2,2,1,2,1,2,5,20,5,30,No,,No
mturk,63015,21:18:49,614465947,"Yes, I consent to participate in this study",Yes,NHL 14,Madden 25,Slayin',Tap Titans,,6,4,4,2, ,5,30,5,20,5,20,5,10,,,20,24,Male,2,United States,3,bubbleshooter.html,NV,2910,4,7,"In a long-term monogamous relationship eg. married, partnered",1-2 years,A little younger,5,4,4,5,18,5,6,3,5,7,5,4,3,4,2,2,6,6,5,5,3,5,5,5,3,2,3,5,2,4,4.166666667,3.6,6.333333333,2,5,4,5.5,4.318181818,3,6,5,5,6,6,3,2,4.333333333,1,1,1,1,1,1,6,3,3,3,3,12,1,0,0,2,2,8,2,9,1,1,1,2,1,1,4,6,3,13,No,No,No
mturk,63015,17:05:01,616528933,"Yes, I consent to participate in this study",Yes,The Nancy Drew PC game series,Age of Empires II,The Sims 3,Minecraft,Wii Fit,5,6,4,3,6,2,10,5,30,3,12,3,9,1,6,13.4,19,Female,1,United States,3,bubbleshooter.html,NV,3910,5,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little older,6,5,5,7,23,4,5,3,5,5,3,5,4,5,5,3,5,5,4,5,3,2,4,5,3,2,4,5,3,5,3.833333333,3.6,5,3.5,5,4,5,4.136363636,6,5,3,5,7,6,6,3,4.666666667,1,1,2,1,1,2,8,3,3,3,3,12,1,0,0,2,1,8,2,9,2,3,1,2,1,1,4,5,6,15,No,,No
mturk,63015,17:30:44,617097524,"Yes, I consent to participate in this study",Yes,solitaire chronicles,hot shot,alphabetty,zuma,mahjong,7,7,7,1,3,1,7,1,7,1,7,1,1,1,3,5,46,Female,1,US,6,gunblood.html,V,86,2,1,"In a long-term monogamous relationship eg. married, partnered",20+ years,A little older,3,3,3,4,13,4,6,1,7,7,3,3,3,3,2,1,7,2,3,5,3,3,5,6,2,1,3,5,1,3,2.833333333,2.8,5,1.5,5.5,4,7,3.727272727,1,6,1,3,2,5,4,4,1.666666667,1,1,1,1,1,1,6,4,4,4,4,16,1,0,0,2,1,2,8,9,2,2,2,2,1,1,4,11,6,21,No,,No
mturk,63015,20:05:08,622766503,"Yes, I consent to participate in this study",Yes,MAdden 15,NHL 15,Fifa 15,Assassins Creed Unity,Titanfall,7,6,3,2,7,2,14,3,18,1,3,5,10,6,42,17.4,21,Male,2,United States,4,moremindlessviolence.html,V,2,3,7,"In a long-term monogamous relationship eg. married, partnered",2-5 years,About the same age,7,7,5,7,26,5,7,7,1,7,6,4,4,4,5,2,6,6,6,5,3,2,5,6,5,6,5,5,7,5,4.833333333,4.4,6.666666667,5.5,5.5,5,3.5,5,6,7,6,6,7,7,5,5,6,1,1,1,1,1,1,6,7,3,6,6,22,1,1,2,9,9,3,7,9,7,7,7,2,2,3,7,25,21,53,No,don't know the point,No
mturk,63015,15:52:10,623937440,"Yes, I consent to participate in this study",Yes,nhl 15,halo,two dots ,madden 15,mass effect ,7,4,6,3,3,2,14,6,24,1,6,2,6,5,15,13,21,Female,1,usa,2,pongnop.html,NV,397,4,1,"In a long-term monogamous relationship eg. married, partnered",1-2 years,A little older,6,5,4,5,20,4,3,3,5,1,1,5,3,3,2,3,5,1,2,6,2,1,5,6,2,2,3,6,4,5,3.5,2.2,1.666666667,2,6,4,5,3.227272727,1,6,6,5,5,5,1,5,4,1,1,2,2,1,1,8,2,2,1,2,7,1,0,0,6,1,9,1,9,2,1,1,2,1,1,4,8,4,16,No,,No
mturk,63015,15:58:45,630315556,"Yes, I consent to participate in this study",Yes,Frozen Free Fall,Cooking Fever,Crossy Road,,,5,6,1, , ,1,5,1,6,2,2,,,,,4.333333333,37,Female,1,USA,1,perfectbalance.html,NV,1000,3,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,About the same age,5,5,4,4,18,5,7,2,6,7,3,4,4,4,1,1,7,5,4,3,5,2,5,4,4,1,2,4,1,4,3.333333333,4,6.333333333,1,4,3.5,6.5,4.045454545,1,7,4,3,5,4,3,4,2.666666667,1,1,1,1,1,1,6,1,1,1,1,4,1,5-Jun,3,2,1,6,4,9,2,2,2,2,6,4,12,7,6,25,No,Thank you!,No
mturk,63015,16:21:11,634886825,"Yes, I consent to participate in this study",Yes,Torchlight 2,Oldschool Runescape,Neopets,Borderlands,Borderlands 2,4,7,2,3,2,6,24,6,42,2,4,7,21,7,14,21,24,Male,2,United States,5,deanimator.html,V,27,4,6,Single, , ,5,5,5,5,20,5,5,1,7,5,5,5,5,5,1,1,7,2,5,3,5,6,5,2,6,1,5,2,5,5,5.166666667,5.2,4,1,2,5,7,4.5,2,6,3,2,6,6,2,2,2.333333333,1,1,1,1,1,1,6,2,2,2,2,8,2,1,1,3,6,7,3,9,2,2,2,3,2,2,7,12,6,25,No,,No
mturk,63015,16:34:31,634886825,"Yes, I consent to participate in this study",Yes,Oldschool Runescape,Neopets,Borderlands 2,Borderlands,Torchlight 2,7,2,2,2,5,6,42,1,2,7,14,7,14,7,35,21.4,24,Male,2,United States,5,deanimator.html,V,50,6,6,Single, , ,5,5,5,5,20,6,3,1,7,5,5,5,5,5,1,3,5,3,5,3,5,5,5,2,6,1,5,1,5,5,5.166666667,5.2,3.666666667,1,1.5,5,6,4.318181818,2,6,5,2,6,6,2,3,3,1,1,1,1,1,1,6,2,2,2,2,8,2,1,1,4,6,6,4,9,2,2,2,3,2,2,7,14,6,27,No,,No
mturk,63015,18:09:03,641216336,"Yes, I consent to participate in this study",Yes,Borderlands Pre Seqeul,Batman Arkham Knight,Witcher 3,Portal 2: Mel Stories,Elder Scrolls Online,7,4,3,3,4,5,35,3,12,6,18,1,3,3,12,16,40,Male,2,usa,5,deanimator.html,V,46,6,7,Single, , ,6,5,6,6,23,4,6,6,2,2,3,5,4,2,3,3,5,4,3,5,3,3,5,6,2,3,3,6,3,5,3.833333333,2.8,4,3,6,4,3.5,3.727272727,1,7,3,4,3,5,1,3,2.666666667,1,1,1,1,1,1,6,3,3,2,3,11,1,4,5-Jun,9,9,3,7,9,7,6,4,2,5,6,13,25,17,55,No,no,No
mturk,63015,13:20:45,641559935,"Yes, I consent to participate in this study",Yes,,,,,,1,2,1,1,1,,0,,0,,0,,0,,0,0,42,Female,1,United States,6,gunblood.html,V,56,3,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little younger,7,7,7,7,28,7,7,1,7,7,7,7,7,7,1,1,7,7,7,1,7,2,7,6,7,1,6,6,7,7,6.166666667,7,7,1,6,6.5,7,6.090909091,4,7,4,4,7,7,1,1,4,1,1,1,1,1,1,6,4,3,3,4,14,1,1,0,3,2,9,1,9,1,2,1,2,2,1,5,6,4,15,No,Meant to leave it blank,
mturk,63015,16:22:05,641990772,"Yes, I consent to participate in this study",Yes,Kingdom Hearts,Call of Duty,,,,4,4,,,,2,8,6,24,,,,,,,16,19,Male,2,USA,6,gunblood.html,V,91,5,7,Single, ,Younger,6,6,5,7,24,6,7,5,3,7,5,5,4,5,3,3,5,5,5,3,5,5,4,6,5,3,5,5,3,5,4.833333333,4.8,6.333333333,3,5.5,4.5,4,4.818181818,5,5,5,5,5,6,4,5,5,1,1,2,1,1,1,7,2,2,2,2,8,2,1,2,8,8,2,8,9,6,3,6,3,2,3,8,24,15,47,No,Fun!,No
mturk,63015,16:03:19,643417409,"Yes, I consent to participate in this study",Yes,Alien Isolation,Duke Nukem 3D,Doom,Terraria,Grandia,7,6,5,4,4,7,49,7,42,7,35,3,12,2,8,29.2,25,Male,2,United States of America,3,bubbleshooter.html,NV,2180,2,7,Single, , ,2,1,2,2,7,2,1,5,3,1,2,1,1,1,1,1,7,7,1,7,1,2,3,7,1,1,1,7,1,1,1.333333333,1.2,3,1,7,2,5,2.409090909,2,7,1,1,3,3,3,5,1.333333333,1,1,1,1,1,1,6,1,1,1,1,4,0,0,0,9,8,3,7,9,7,7,4,1,1,1,3,24,18,45,No,None.,No
mturk,63015,21:54:41,644356321,"Yes, I consent to participate in this study",Yes,Pokemon Omega Ruby,Final Fantasy I,Okamiden,Earthbound,,4,5,3,2, ,2,8,2,10,2,6,2,4,,,7,25,Female,1,United States,1,perfectbalance.html,NV,4257,4,5,Single, , ,5,6,5,6,22,4,4,5,3,2,5,5,3,3,2,5,3,1,5,5,3,3,4,5,5,1,5,5,5,5,4.5,3.8,2.333333333,1.5,5,4.5,3,3.681818182,3,6,7,5,6,6,5,3,5,1,1,2,1,1,1,7,5,5,2,3,15,0,0,0,5,3,7,3,9,8,6,3,1,1,1,3,11,17,31,No,,No
mturk,63015,16:23:25,645704419,"Yes, I consent to participate in this study",Yes,The Sims 4,Panda Pop,Cooking Fever,Farm frenzy,Blokus,5,7,5,3,3,1,5,1,7,1,5,1,3,1,3,4.6,33,Female,1,United States,4,moremindlessviolence.html,V,11,2,1,Single, , ,6,6,5,7,24,6,6,4,4,5,5,5,5,5,2,1,7,5,5,3,5,5,6,5,5,2,5,5,3,5,4.833333333,5,5.333333333,2,5,5.5,5.5,4.818181818,5,6,5,5,6,6,2,2,5,1,1,2,1,1,1,7,1,1,1,2,5,3,2,4,6,6,4,6,9,7,5,6,4,3,5,12,18,18,48,No,no,No
mturk,63015,17:51:01,647794695,"Yes, I consent to participate in this study",No,,,,,,,,,,,,0,,0,,0,,0,,0,0,31,Female,1,United States ,2,pongnop.html,NV,1174,4,2,"In a long-term monogamous relationship eg. married, partnered",2-5 years,Older,7,7,6,7,27,7,7,7,1,7,5,7,7,6,3,3,5,5,7,3,5,7,7,7,2,6,6,6,1,7,6,5,6.333333333,4.5,6.5,6.5,3,5.5,6,5,7,7,2,7,7,7,6.666666667,2,2,3,2,3,2,14,4,2,2,2,10,1,1,1,1,1,9,1,9,5,3,2,2,2,2,6,3,10,19,No,no,No
mturk,63015,20:34:51,648433490,"Yes, I consent to participate in this study",Yes,Goat Simulator,Mario Cart 8,Bubble Poke,Bejeweled Blitz,Thor: God of Thunder,7,4,7,7,1,5,35,3,12,1,7,1,7,6,6,13.4,28,Female,1,United States,4,moremindlessviolence.html,V,1,1,4,Other,6-10 years,A little younger,5,6,6,5,22,6,7,4,4,7,5,7,3,3,2,2,6,5,7,5,3,7,5,5,3,2,7,5,6,7,6.666666667,3.4,6.333333333,2,5,6,5,5.090909091,2,7,4,3,3,3,5,5,3,1,1,1,1,1,1,6,2,2,2,2,8,2,0,0,7,3,6,4,9,7,6,3,3,1,1,5,14,16,35,No,"No, but thank you.",No
mturk,63015,17:35:00,652762988,"Yes, I consent to participate in this study",Yes,Wii Game Party,Wii Fit,Wii Sports,no,no,4,6,4, , ,1,4,1,6,1,4,1,,1,,4.666666667,49,Female,1,US,5,deanimator.html,V,2,1,1,Single, , ,6,6,5,6,23,5,5,5,3,5,2,3,2,3,1,2,6,6,5,6,2,3,5,7,2,2,2,7,1,3,3.333333333,2.2,5.333333333,1.5,7,3.5,4.5,3.636363636,1,5,6,6,3,6,2,2,4.333333333,1,1,1,2,1,1,7,1,1,1,2,5,0,1,0,2,1,9,1,9,3,2,2,1,2,1,4,4,7,15,No,very personal stuff!!,No
mturk,63015,16:01:59,654681719,"Yes, I consent to participate in this study",Yes,Diablo 2,StarCraft 2,Dynasty Warriors 8,Halo 4,Armored Core V,5,3,4,2,3,5,25,4,12,3,12,4,8,4,12,13.8,25,Male,2,USA,1,perfectbalance.html,NV,3290,4,7,Single, , ,3,3,3,3,12,3,3,5,3,2,3,3,3,3,4,3,5,2,3,5,3,3,3,5,3,4,3,5,3,3,3,3,2.333333333,4,5,3,4,3.272727273,2,6,4,4,3,5,5,3,3.333333333,2,2,2,1,1,1,9,3,2,4,3,12,0,2,3,6,5,3,7,9,7,4,5,1,3,4,8,18,16,42,No,,No
mturk,63015,18:04:07,655968378,"Yes, I consent to participate in this study",No,,,,,,,,,,,,0,,0,,0,,0,,0,0,37,Female,1,USA,3,bubbleshooter.html,NV,5300,4,1,Single,1-2 years, ,6,6,5,6,23,7,4,5,3,1,4,6,6,6,2,2,6,3,6,4,4,6,6,7,2,6,6,7,7,6,6.333333333,4.4,2.666666667,4,7,6,4.5,5.045454545,7,7,7,5,5,7,1,6,6.333333333,1,1,2,1,5,1,11,5,5,5,4,19,1,Oct-19,Oct-19,9,6,5,5,9,2,2,2,2,8,8,18,20,6,44,No,,No
mturk,63015,16:23:05,656681611,"Yes, I consent to participate in this study",Yes,Hearthstone,Clash of Clans,2048,,,7,6,4, , ,2,14,4,24,1,4,,,,,14,34,Male,2,USA,3,bubbleshooter.html,NV,100,4,7,"In a long-term monogamous relationship eg. married, partnered",1-2 years,A little younger,5,5,4,5,19,5,5,5,3,7,5,4,4,4,3,2,6,5,4,3,5,3,4,5,4,3,4,5,3,4,3.833333333,4.4,5.666666667,3,5,4,4.5,4.318181818,1,7,2,2,3,5,3,1,1.666666667,1,1,1,1,1,1,6,3,2,3,2,10,1,3,3,9,6,3,7,9,7,5,7,2,4,4,10,22,19,51,No,no,No
mturk,63015,16:51:22,658397925,"Yes, I consent to participate in this study",Yes,Red Dead Redemption ,Modern Warfare 3,Grand Theft Auto 4,L.A. Noire,Modern Warfare 3,4,5,3,4,4,7,28,7,35,7,21,7,28,7,28,28,38,Male,2,United States,2,pongnop.html,NV,772,4,7,Single,Under one year,About the same age,6,6,5,7,24,6,7,3,5,7,3,5,5,4,3,3,5,3,5,5,3,3,5,5,5,3,3,5,5,5,4.833333333,4,5.666666667,3,5,4,5,4.545454545,1,7,5,5,7,7,5,5,3.666666667,2,3,2,2,2,2,13,2,2,2,2,8,0,0,0,3,6,4,6,9,4,4,6,1,1,1,3,15,14,32,Yes,,No
mturk,63015,18:36:15,658534486,"Yes, I consent to participate in this study",Yes,mario,press your luck,family game night,deal or no deal,martian attack,7,7,5,5,7,1,7,1,7,1,5,1,5,2,14,7.6,47,Female,1,usa,3,bubbleshooter.html,NV,680,4,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,Much younger,7,1,4,5,17,2,7,1,7,7,1,2,2,7,2,2,6,1,1,7,1,1,1,1,7,1,1,1,1,1,1.333333333,3.6,5,1.5,1,1,6.5,2.772727273,5,5,7,1,2,2,1,1,4.333333333,1,1,1,1,1,1,6,1,1,1,1,4,1,0,0,9,1,9,1,9,1,1,1,2,1,1,4,11,3,18,No,No problems,No
mturk,63015,21:39:20,661197990,"Yes, I consent to participate in this study",Prefer not to say,,,,,,,,,,,,0,,0,,0,,0,,0,0,36,Male,2,US,4,moremindlessviolence.html,V,1,2,7,"In a long-term monogamous relationship eg. married, partnered",1-2 years,A little younger,7,7,7,6,27,7,5,7,1,5,6,6,6,6,2,1,7,5,5,1,7,5,5,6,6,2,5,6,6,5,5.666666667,6.2,5,2,6,5,4,5.181818182,1,6,2,6,6,6,1,2,3,1,1,1,1,1,1,6,1,1,1,1,4,1,2,5-Jun,9,9,3,7,9,8,6,7,2,3,6,11,25,21,57,No,,No
mturk,63015,20:16:34,661892545,"Yes, I consent to participate in this study",Yes,minecraft,skylanders,angry birds seasons ,mario party 10 ,lego jurassic park ,5,4,7,4,4,1,5,1,4,1,7,1,4,2,8,5.6,28,Female,1,usa,5,deanimator.html,V,4,2,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,About the same age,3,3,4,4,14,4,7,1,7,7,1,1,1,1,4,1,7,7,1,4,4,1,4,7,1,4,1,7,1,4,2,1.6,7,4,7,2.5,7,3.727272727,1,7,4,4,7,7,1,1,3,1,1,1,1,1,1,6,1,4,1,1,7,1,0,0,5,1,9,1,9,1,1,1,2,1,1,4,7,3,14,No,,No
mturk,63015,20:13:18,666506248,"Yes, I consent to participate in this study",Yes,bingo blitz,casino games,farmville,,,7,7,7,,,1,7,1,7,1,7,,,,,7,32,Female,1,usa,3,bubbleshooter.html,NV,5140,4,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,Older,6,6,6,6,24,7,7,2,6,7,6,7,2,1,2,1,7,1,6,3,5,1,1,2,3,2,1,1,7,6,5.666666667,3.4,5,2,1.5,1,6.5,4,1,7,1,1,5,6,1,1,1,1,1,1,1,1,1,6,1,1,1,1,4,1,1,Oct-19,9,7,1,9,9,2,1,1,2,2,8,12,25,4,41,No,,No
mturk,63015,16:42:31,666747927,"Yes, I consent to participate in this study",Yes,Saints Row 4,Last of Us,Tofu Hunter,GTA 5,Hard Time,7,5,4,4,5,6,42,7,35,2,8,7,28,6,30,28.6,42,Male,2,USA,3,bubbleshooter.html,NV,99999,2,7,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little older,7,6,7,7,27,6,3,2,6,1,3,5,3,3,1,1,7,1,5,3,5,2,7,6,2,1,3,5,5,5,4.666666667,3.2,1.666666667,1,5.5,5,6.5,3.863636364,3,7,5,5,5,5,1,1,4.333333333,1,1,1,1,1,1,6,3,3,1,2,9,1,Oct-19,Oct-19,8,8,2,8,9,7,6,3,2,8,8,18,24,16,58,No,noprobs. was fun.,No
mturk,63015,16:26:02,667347968,"Yes, I consent to participate in this study",Yes,The Sims,Candy Crush ,Mario Kart,Words with friends,,6,4,4,6, ,2,12,1,4,2,8,1,6,,,7.5,30,Female,1,USA,2,pongnop.html,NV,1240,5,1,Single, , ,5,5,5,5,20,5,6,6,2,5,3,5,5,3,2,2,6,5,5,5,3,5,5,6,5,2,5,6,7,6,5.5,3.8,5.333333333,2,6,5,4,4.636363636,3,7,6,6,5,5,3,5,5,1,1,2,1,1,1,7,3,3,3,3,12,2,1,3,9,3,6,4,9,4,4,3,3,2,4,9,16,11,36,No,thanks,No
mturk,63015,16:22:29,667685639,"Yes, I consent to participate in this study",Yes,Candy Crush ,Candy Crush Soda,2K,War of Worlds ,Legion ,7,7,6,5,5,1,7,1,7,1,6,6,30,6,30,16,40,Female,1,United States ,5,deanimator.html,V,1,1,5,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little older,6,7,6,6,25,7,1,3,5,1,5,7,6,6,3,3,5,2,7,6,2,3,7,6,5,3,6,5,7,7,6.333333333,4.8,1.333333333,3,5.5,6.5,5,4.818181818,3,7,3,2,6,6,3,1,2.666666667,1,1,1,1,1,1,6,5,3,6,3,17,2,0,1,4,8,3,7,9,8,3,5,3,1,2,6,19,16,41,No,no,No
mturk,63015,12:52:29,668062318,"Yes, I consent to participate in this study",Yes,Fallout 3,Lord of the rings online,sims 4,dusty revenge,grand theft auto v,5,7,4,2,2,6,30,5,35,1,4,5,10,7,14,18.6,38,Male,2,United States,2,pongnop.html,NV,728,4,6,Other,2-5 years,A little younger,6,5,4,4,19,3,7,3,5,5,5,3,3,5,2,3,5,3,3,3,5,5,5,5,5,2,5,3,2,3,3.166666667,4.6,5,2,4,5,5,4.045454545,1,7,3,5,3,5,3,1,3,1,1,2,1,1,1,7,3,2,1,2,8,1,0,2,2,1,7,3,9,4,2,2,2,1,3,6,6,8,20,No,"Interesting study, No issues. ",No
mturk,63015,16:17:16,668307115,"Yes, I consent to participate in this study",Yes,Splatoon,Team Fortress 2,The sims,Mario kart 8,,7,7,4,4, ,1,7,5,35,1,4,1,4,,,12.5,21,Female,1,U.S.,2,pongnop.html,NV,395,3,1,Single, , ,5,5,4,4,18,6,7,1,7,7,7,6,3,3,1,1,7,1,6,7,1,6,6,3,3,1,5,2,6,6,6,3.4,5,1,2.5,5.5,7,4.545454545,1,5,2,1,3,3,3,7,1.333333333,1,1,2,1,1,1,7,1,1,1,1,4,0,0,2,3,1,9,1,9,2,2,1,1,1,3,5,5,5,15,No,,No
mturk,63015,12:52:47,668907314,"Yes, I consent to participate in this study",Yes,Fallout 3,Borderlands the pre-sequal,Fallout New Vegas,Borderlands,Borderlands 2,6,6,4,3,3,6,36,6,36,6,24,6,18,6,18,26.4,33,Female,1,US,6,gunblood.html,V,171,2,3,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little older,5,6,5,6,22,6,7,6,2,7,5,6,5,6,3,2,6,3,5,2,6,5,6,6,5,2,6,6,7,6,5.833333333,5.4,5.666666667,2.5,6,6,4,5.272727273,3,7,3,5,6,6,3,3,3.666666667,1,1,2,1,1,1,7,2,1,2,2,7,5-Jun,5-Jun,7-Sep,9,9,2,8,9,9,7,8,6,6,7,13,26,24,63,No,,No
mturk,63015,19:51:41,671386069,"Yes, I consent to participate in this study",Yes,Farm Heroes Saga,Candy Crush Saga,Candy Crush Soda Saga,Pet Rescue Saga,,7,4,6,4, ,1,7,1,4,1,6,1,4,,,5.25,39,Female,1,United States,3,bubbleshooter.html,NV,504,6,2,Single, , ,3,2,2,3,10,1,6,5,3,6,3,1,3,3,2,3,5,6,2,5,3,2,4,5,5,2,1,5,1,2,1.5,3.4,6,2,5,2.5,4,3.227272727,5,5,5,5,6,7,3,3,5,2,4,4,4,2,3,19,1,1,1,1,4,1,2,1,6,3,6,4,9,6,3,2,2,3,2,7,13,11,31,No,n/a,No
